epoch;acc;loss;val_acc;val_loss
0;0.386775;1.7154214336395264;0.5101;1.4622176177978516
1;0.549575;1.2769913593292237;0.6108;1.1236836975097657
2;0.6176;1.090384026145935;0.6465;1.0164570518493652
3;0.658975;0.9713096824645996;0.6576;0.9839897693634033
4;0.692325;0.8853275277137757;0.6858;0.9191271419525147
5;0.72185;0.8092348853111268;0.7075;0.8679183513641358
6;0.7428;0.7485265604972839;0.7221;0.8125518341064453
7;0.760575;0.6954021078109741;0.7201;0.8514699932098388
8;0.7795;0.6399027163505554;0.7274;0.8303002471923828
9;0.797775;0.5918650073051452;0.7083;0.8762723258972168
10;0.8119;0.5529289109230041;0.7268;0.9126278469085694
11;0.8196;0.5271715618133545;0.7451;0.8205423627853393
12;0.831075;0.49498363361358644;0.7228;0.9016356140136719
13;0.844525;0.470176270198822;0.6909;1.0011383476257325
14;0.849175;0.447302894115448;0.7298;0.898584423160553
15;0.857825;0.429617366027832;0.7466;0.8659412153244018
16;0.862075;0.42006264109611513;0.7243;0.8953469141960144
17;0.865425;0.4085357249259949;0.724;0.8900827983856201
18;0.86805;0.39341201105117796;0.7351;0.8763381966590882
19;0.87305;0.39139270415306093;0.7268;0.9177240161895752
