epoch;acc;loss;val_acc;val_loss
0;0.3101;1.890353441429138;0.453;1.5072214651107787
1;0.512625;1.3587331932067872;0.5926;1.1590222427368164
2;0.599625;1.1355733785629272;0.6597;0.9674558979034423
3;0.65685;0.9767868476867676;0.6962;0.8719077308654786
4;0.690175;0.8759678426742554;0.706;0.8416141201019287
5;0.715775;0.8061858588218689;0.7363;0.7559965217590332
6;0.73905;0.7412947113990783;0.7442;0.7477237142562866
7;0.75565;0.6927485990524292;0.7404;0.7405057697296142
8;0.771025;0.6511616415023803;0.7356;0.752944104385376
9;0.78335;0.6118191456794739;0.7495;0.7288238262176514
10;0.796575;0.576145282459259;0.7574;0.7230936824798584
11;0.802375;0.5546654379844665;0.7484;0.7482715641021729
12;0.815575;0.5149934740066529;0.7679;0.6995565139770508
13;0.823125;0.49958332138061523;0.7609;0.722399987411499
14;0.8312;0.475930477142334;0.7623;0.735017774963379
15;0.837975;0.45042339568138123;0.769;0.7143665130615234
16;0.842525;0.44361433334350586;0.7529;0.7763532358169556
17;0.8501;0.42476787848472597;0.7647;0.765444097518921
18;0.8527;0.4113906325817108;0.7711;0.7462331707000732
19;0.86015;0.3989919080257416;0.7711;0.7401235134124756
