epoch;acc;loss;val_acc;val_loss
0;0.516375;1.3598767261505127;0.4093;2.098668354034424
1;0.6583;0.9626081729888916;0.5797;1.2514636978149414
2;0.710675;0.8187346528053284;0.5678;1.389268089866638
3;0.742675;0.7272064851760864;0.6855;0.9788599328994751
4;0.7696;0.6534313050270081;0.7286;0.8079468820571899
5;0.79175;0.5876010239601135;0.7362;0.7730268924713135
6;0.8104;0.5383138297080994;0.7275;0.8960936813354492
7;0.8279;0.4834886911392212;0.7611;0.7258849716186524
8;0.840875;0.44280281167030333;0.7671;0.7681085292816162
9;0.859;0.40135224547386167;0.7777;0.7110587752342225
10;0.87085;0.3602953001499176;0.768;0.777270503616333
11;0.88435;0.32584596729278564;0.7546;0.8417249377250672
12;0.897925;0.2873466351032257;0.7681;0.8157523790359497
13;0.903575;0.26924486470222475;0.7876;0.7768897190093994
14;0.909575;0.25816016252040863;0.759;0.8776398034095764
15;0.91755;0.2326511970758438;0.7839;0.8270865127563477
16;0.924925;0.21074393985271453;0.7739;0.8348266157150268
17;0.931775;0.19209787080287932;0.7846;0.7934397834777832
18;0.93615;0.1822617115020752;0.7822;0.8736192365646362
19;0.93915;0.17303623658418654;0.7818;0.8623490056991577
