epoch;acc;loss;val_acc;val_loss
0;0.3696;1.7619133430480958;0.5486;1.3083910089492798
1;0.5543;1.2603066955566407;0.5912;1.160998023223877
2;0.622925;1.0641798060417176;0.6486;1.0193473445892334
3;0.669975;0.9352822106361389;0.6785;0.9169118627548217
4;0.7048;0.8371418125152588;0.7163;0.8412522190093994
5;0.73595;0.749359972000122;0.7106;0.846575154876709
6;0.758425;0.6814200463294983;0.7211;0.8204016353607178
7;0.782125;0.6178362072944641;0.7323;0.8063507932662964
8;0.801725;0.5551358086109162;0.7353;0.8139206907272339
9;0.821625;0.5016768016815185;0.7175;0.8662948920249939
10;0.8351;0.4622270637512207;0.7232;0.8815006858825684
11;0.84835;0.43032690382003785;0.7171;0.9424304740905761
12;0.8615;0.38959325256347654;0.7397;0.8886070100784301
13;0.872;0.3571798270702362;0.7233;0.9498800888061524
14;0.8788;0.3437460887908936;0.7417;0.935187064743042
15;0.8888;0.3127403300285339;0.7399;1.0035547283172608
16;0.893425;0.29840729484558104;0.7303;1.0195275302886964
17;0.901375;0.280385413312912;0.7384;1.0330788497924805
18;0.906375;0.2635142976284027;0.7314;1.073670512008667
19;0.908025;0.2601366455554962;0.7426;1.0651966798782349
