epoch;acc;loss;val_acc;val_loss
0;0.3871;1.7311686805725097;0.5296;1.3193916164398194
1;0.56185;1.2457654006958008;0.6188;1.0882291072845458
2;0.628025;1.063225671672821;0.6665;0.9650304859161377
3;0.670025;0.9439712335586548;0.6504;1.0390249607086182
4;0.70775;0.8449845682144165;0.6972;0.8920832878112793
5;0.7321;0.7709722511291504;0.7106;0.8554830986022949
6;0.757025;0.696693696975708;0.7105;0.882507247543335
7;0.779525;0.638631601524353;0.7286;0.810186494255066
8;0.798675;0.583552139377594;0.7332;0.8298428329467773
9;0.812875;0.5447614840507508;0.7186;0.8874421419143677
10;0.826625;0.5038991004943848;0.7331;0.8892481288909913
11;0.84475;0.46068980305194857;0.7428;0.8715826763153076
12;0.850625;0.43655558624267576;0.7316;0.8360715492248535
13;0.862675;0.41318026599884033;0.7409;0.8465464799880982
14;0.870575;0.38595074200630186;0.7501;0.8933812677383423
15;0.876;0.3741744334220886;0.7199;0.9085532016754151
16;0.8801;0.3617039595603943;0.7359;0.8902819402694702
17;0.885925;0.35371275901794436;0.7414;0.8595932109832763
18;0.88955;0.34190483446121217;0.7415;0.9334443927764893
19;0.891475;0.33986712474823;0.7129;0.9461307655334472
