epoch;acc;loss;val_acc;val_loss
0;0.384625;1.712063402557373;0.5516;1.275927695274353
1;0.5667;1.2179895953178406;0.6063;1.1184013887405395
2;0.639825;1.0244792697906495;0.6475;1.0035336807250976
3;0.6857;0.9021526388168335;0.69;0.901271054649353
4;0.715025;0.8064724792480469;0.678;0.9432477680206299
5;0.74725;0.7155219972610474;0.7096;0.8457863578796386
6;0.77085;0.642210830783844;0.7271;0.8130633274078369
7;0.7964;0.5722071570396423;0.7215;0.8454551719665527
8;0.817925;0.511953141117096;0.7148;0.8990459238052368
9;0.834275;0.46483598289489747;0.7374;0.8586847694396973
10;0.847475;0.4251500596523285;0.7149;0.9569735233306885
11;0.8628;0.38551785497665403;0.7414;0.8882208053588867
12;0.873625;0.3542271006584167;0.7283;0.9966915153503418
13;0.880375;0.33270762510299684;0.7367;0.918656111907959
14;0.890325;0.3065296088695526;0.7396;0.9650513675689697
15;0.9;0.2825175582885742;0.7331;1.0514529258728027
16;0.904825;0.2670127835512161;0.7343;1.0724924268722533
17;0.910975;0.2514722020149231;0.7409;1.0617051818847656
18;0.9142;0.24244507732391357;0.7379;1.0698723110198975
19;0.91875;0.23325131920576095;0.743;1.115484498977661
