epoch;acc;loss;val_acc;val_loss
0;0.35655;1.8252891468048096;0.3551;2.019448406600952
1;0.540375;1.3044990400314331;0.5956;1.1546188278198242
2;0.608225;1.128850407409668;0.6379;1.0308618709564208
3;0.648975;1.0084777349472045;0.6218;1.152665630531311
4;0.6847;0.9189060131072998;0.6747;0.962532593536377
5;0.7074;0.8530164852142333;0.6352;1.1167720802307128
6;0.72835;0.7959673469543457;0.6906;0.9740775928497315
7;0.745175;0.7514257464408874;0.7085;0.9075554306030273
8;0.761325;0.7105293427467346;0.6029;1.2528642658233642
9;0.770825;0.6874736086845398;0.7052;0.9227524742126465
10;0.780525;0.6558297532081604;0.6949;0.9813335376739502
11;0.786825;0.6411098734855651;0.6488;1.3948064361572265
12;0.7918;0.6292044333457947;0.6924;0.9665573638916015
13;0.800375;0.6117118421554566;0.6809;1.008186058807373
14;0.8024;0.6054971190929412;0.7106;1.2667894500732422
15;0.805075;0.6011998439788818;0.6949;0.9977489410400391
16;0.80625;0.5967072775840759;0.6721;1.0381397485733033
17;0.8087;0.6024246734619141;0.6855;1.0132769876480103
18;0.8066;0.6050007758140564;0.6767;1.1057578357696534
19;0.80835;0.6050000183105468;0.6645;1.0813695959091187
