epoch;acc;loss;val_acc;val_loss
0;0.374;1.7391960041046142;0.4999;1.4497137203216552
1;0.5233;1.342562024307251;0.5598;1.2462377834320069
2;0.5802;1.1894727476119995;0.6117;1.121773042488098
3;0.6167;1.0893501760482789;0.6579;1.0104083797454835
4;0.640475;1.027143803024292;0.6661;0.9630918701171876
5;0.660925;0.9672527006149292;0.644;1.0064776546478271
6;0.6771;0.9211062722206116;0.6785;0.9157876026153564
7;0.693625;0.8810413383483887;0.6936;0.9234057607650756
8;0.7093;0.8378498863220215;0.7078;0.8708056488037109
9;0.72205;0.8100886491775513;0.6446;1.0250182214736938
10;0.729725;0.7798896823883057;0.7044;0.874882070350647
11;0.7409;0.7513690061569214;0.7052;0.8792091028213501
12;0.7521;0.7272204195022584;0.666;0.987907131767273
13;0.75565;0.7108035047531128;0.7232;0.8235830093383789
14;0.762625;0.6890921751976014;0.7231;0.8596391994476318
15;0.76935;0.6773976690292358;0.7335;0.8162285307884216
16;0.77245;0.664982105064392;0.7378;0.7901952411651612
17;0.7819;0.6415532954216003;0.7366;0.8083287452697754
18;0.7827;0.6390158360481262;0.7121;0.8606657287597657
19;0.785875;0.6358281795501709;0.7445;0.7759050525665283
