epoch;acc;loss;val_acc;val_loss
0;0.28915;1.9291401321411132;0.3352;1.789175749206543
1;0.417375;1.5921117696762086;0.4949;1.39625909576416
2;0.484375;1.421372998046875;0.5473;1.2624619686126708
3;0.52645;1.3133580883026124;0.4977;1.3795842144012451
4;0.5622;1.2236340934753418;0.5854;1.1362706909179687
5;0.582675;1.1577309753417968;0.629;1.0558640745162964
6;0.6097;1.0956841218948363;0.633;1.0388744131088257
7;0.626675;1.0477330139160157;0.6408;1.0191897583007812
8;0.6438;1.0060530981063842;0.6484;1.0149506944656372
9;0.65545;0.9680333646774292;0.6615;0.9879259590148926
10;0.6691;0.9372424852371216;0.6593;0.9864831596374511
