epoch;acc;loss;val_acc;val_loss
0;0.376875;1.7301596115112305;0.5306;1.353946089553833
1;0.531775;1.3156435510635376;0.594;1.2122297985076904
2;0.593975;1.1464720037460328;0.6362;1.0544686317443848
3;0.63595;1.0442591989517211;0.6565;0.9920852752685547
4;0.664875;0.9551060717582702;0.6537;1.006697451210022
5;0.687725;0.8932927270889283;0.6922;0.8922285470962524
6;0.708975;0.8336526422500611;0.692;0.9074601188659668
7;0.7289;0.7839535175323487;0.7031;0.8621479438781738
8;0.74695;0.7339371637344361;0.708;0.8588177780151367
9;0.7604;0.6926551373481751;0.7202;0.8403685815811157
10;0.77165;0.6543026465415954;0.7155;0.860383553314209
11;0.7879;0.6177834293365478;0.7234;0.8521187650680542
12;0.7952;0.597706281375885;0.7244;0.8309773642539978
13;0.8078;0.5630676197052003;0.7384;0.841298489189148
14;0.817425;0.5377347372531891;0.7309;0.8477561354637146
15;0.82545;0.5139612491607666;0.7129;0.8802086253166199
16;0.827475;0.5068101256370544;0.7254;0.8407058589935302
17;0.8364;0.48362921333312986;0.7385;0.8229041756629943
18;0.840975;0.4728327110290527;0.7117;0.8842987190246582
19;0.842425;0.46653765783309936;0.7356;0.8545508615493774
