epoch;acc;loss;val_acc;val_loss
0;0.3346;1.8489419687271118;0.4903;1.435808874130249
1;0.5263;1.339649394416809;0.5321;1.2959043128967285
2;0.5933;1.1485014671325684;0.6087;1.1254221761703491
3;0.644125;1.0147498960494996;0.6675;0.9497794143676758
4;0.675375;0.9179229148864746;0.6625;0.9789420909881592
5;0.70585;0.839365248298645;0.7025;0.8583923692703247
6;0.7292;0.763696551322937;0.6885;0.9150303344726562
7;0.7488;0.7083779474258423;0.696;0.8819795894622803
8;0.7653;0.6615293008804322;0.6848;0.9140965223312378
9;0.785825;0.6073497754096985;0.6375;1.2293112831115722
10;0.790275;0.5928157031059265;0.7313;0.7968567033767701
11;0.811025;0.5305617807865143;0.7243;0.8332180391311645
12;0.8242;0.4949160258293152;0.7283;0.8219000431060791
13;0.832975;0.4717843245506287;0.7421;0.8086892797470093
14;0.84265;0.44191807289123536;0.7208;0.8544441238403321
15;0.85;0.42487658100128173;0.7335;0.830225248336792
16;0.85805;0.4009945800304413;0.732;0.8732093244552612
17;0.865075;0.38062583875656125;0.7311;0.8725581163406372
18;0.869775;0.3650599267959595;0.7481;0.8491279174804688
19;0.87715;0.34277301459312437;0.7495;0.8220013034820557
