epoch;acc;loss;val_acc;val_loss
0;0.249475;2.096157173156738;0.23330000009536744;2.2789701305389403
1;0.408425;1.6330409378051758;0.47210000009536746;1.4782100528717041
2;0.4662;1.4834922843933105;0.4595999999046326;1.5100106884002686
3;0.526575;1.316259256362915;0.546200000667572;1.2595310552597045
4;0.582125;1.1750552194595336;0.569999999332428;1.2190340251922607
5;0.622125;1.0749426658630372;0.4433000002384186;1.7322368366241454
6;0.574975;1.2182202014923096;0.5629999995231628;1.236442091178894
7;0.669975;0.9369248210906982;0.6825999992370605;0.9253767524719239
8;0.70105;0.8415868802070617;0.6558999997138977;0.9905002403259278
9;0.7239;0.7848598905563354;0.6982999994277954;0.8763370904922485
10;0.74505;0.7210198268890381;0.6790999992370605;0.938480352973938
11;0.7603;0.6769496509552002;0.7211999995231628;0.831453643321991
12;0.7787;0.6251557191848754;0.7103999996185303;0.8284269171714783
13;0.79225;0.590210482120514;0.6981999994277954;0.9106522055625915
14;0.803575;0.5550267801761627;0.7517000004768372;0.7644932954788208
15;0.81965;0.5132141613006592;0.7413000002861023;0.7608168929100037
16;0.830575;0.47999764003753664;0.7497000002861023;0.7394125059127807
17;0.84735;0.43622776556015014;0.7388;0.866394930934906
18;0.846075;0.4339392854690552;0.7114000004768372;0.9588819220542908
19;0.85375;0.4083973515510559;0.7231;0.9647857167243957
