epoch;acc;loss;val_acc;val_loss
0;0.348575;1.8018805744171142;0.4648;1.4580342346191406
1;0.53555;1.3107583099365234;0.5725;1.1965246923446655
2;0.6223;1.0783452341079711;0.6369;1.0307902565002443
3;0.674875;0.9278122943878174;0.6849;0.8969176069259643
4;0.712075;0.8246333192825317;0.6799;0.9270642921447754
5;0.740975;0.7446193989753723;0.6921;0.9130604619979859
6;0.7666;0.6702026675224304;0.7189;0.8274702966690064
7;0.787325;0.6124151651382447;0.7458;0.7887997550964355
8;0.805025;0.5644110533714295;0.7576;0.7125880657196045
9;0.8198;0.5162087144851685;0.7484;0.7612825125694275
10;0.834475;0.48369699268341065;0.7504;0.7405937942504883
11;0.845325;0.45131583309173584;0.7557;0.8325742813110352
12;0.85405;0.43346142897605894;0.744;1.0629372714996337
13;0.85695;0.4226143658638;0.7692;0.7966143310546875
14;0.865475;0.4037311879634857;0.7501;0.8202427211761475
15;0.8689;0.3980003099679947;0.7632;1.0990606569290162
16;0.871275;0.391386230134964;0.7565;0.7757213150024415
17;0.873575;0.38739392442703247;0.7191;0.9567405401229858
18;0.877;0.37764543623924257;0.7572;1.001498729324341
19;0.8789;0.38256334710121154;0.7652;0.8761674564361572
